symbol	KEGG_ko
g7389	ko:K14325
g5967	ko:K18669
g5967	ko:K18670
g5967	ko:K18669
g5967	ko:K18670
g2858	ko:K02725
g8775	ko:K15198
g10430	ko:K16075
g8416	ko:K15732
g8005	ko:K13343
g8005	ko:K13343
g9302	ko:K18624
g8449	ko:K05355
g8449	ko:K05355
g6511	ko:K01266
g6511	ko:K03859
g10504	ko:K00467
g2306	ko:K02892
g8820	ko:K10756
g8357	ko:K15859
g3639	ko:K13953
g3202	ko:K03138
g7456	ko:K06990
g8796	ko:K08869
g8796	ko:K08869
g4595	ko:K04459
g4595	ko:K04459
g6094	ko:K20989
g6382	ko:K02153
g6520	ko:K00993
g6520	ko:K00994
g5573	ko:K08793
g5573	ko:K08793
g8405	ko:K01466
g7230	ko:K06101
g7230	ko:K16675
g2856	ko:K20823
g2856	ko:K20823
g9468	ko:K20299
g6129	ko:K11213
g9071	ko:K07359
g9071	ko:K21157
g9031	ko:K13336
g4552	ko:K20404
g9860	ko:K19589
g7895	ko:K17987
g7895	ko:K21997
g7895	ko:K17987
g7895	ko:K21997
g29	ko:K12195
g7209	ko:K12897
g7209	ko:K12897
g7209	ko:K12897
g4085	ko:K02884
g2474	ko:K20301
g9058	ko:K14845
g4745	ko:K11566
g8612	ko:K03847
g1723	ko:K05531
g2332	ko:K21864
g2332	ko:K21864
g5698	ko:K00773
g5527	ko:K01068
g5527	ko:K11992
g2649	ko:K02608
g3802	ko:K01426
g3802	ko:K01426
g1124	ko:K22494
g6897	ko:K16489
g8661	ko:K10733
g1697	ko:K12829
g7963	ko:K00750
g2297	ko:K09464
g9172	ko:K06125
g2329	ko:K02326
g2945	ko:K21751
g1836	ko:K12883
g1836	ko:K12883
g968	ko:K17408
g1066	ko:K00819
g1368	ko:K20241
g8980	ko:K19785
g10951	ko:K14338
g1837	ko:K08681
g9194	ko:K21632
g2974	ko:K19953
g2501	ko:K13137
g2501	ko:K13137
g9122	ko:K00645
g6864	ko:K17795
g6864	ko:K17795
g9469	ko:K01183
g1897	ko:K14018
g6205	ko:K11518
g258	ko:K15292
g1398	ko:K20280
g10294	ko:K09424
g1744	ko:K03544
g2255	ko:K15177
g1043	ko:K11498
g7825	ko:K08502
g7825	ko:K08502
g7902	ko:K12398
g2676	ko:K10949
g5312	ko:K09827
g5895	ko:K00560
g3602	ko:K03353
g9349	ko:K17411
g9349	ko:K17411
g10137	ko:K11771
g4127	ko:K18724
g4127	ko:K18724
g5488	ko:K12626
g10522	ko:K12399
g6875	ko:K12182
g1514	ko:K19881
g5035	ko:K15272
g8945	ko:K03800
g8945	ko:K03800
g686	ko:K11422
g2802	ko:K08658
g9881	ko:K18716
g7397	ko:K03514
g7714	ko:K14709
g7714	ko:K14709
g67	ko:K15529
g7396	ko:K17805
g7213	ko:K17972
g2542	ko:K12844
g8589	ko:K10365
g8589	ko:K10365
g2970	ko:K01207
g4444	ko:K00480
g9514	ko:K03139
g8252	ko:K18203
g6695	ko:K02994
g6802	ko:K15440
g4142	ko:K00773
g6704	ko:K01866
g3273	ko:K17967
g3273	ko:K17967
g5246	ko:K12572
g5568	ko:K10576
g5568	ko:K10576
g9995	ko:K17430
g615	ko:K16576
g2290	ko:K17804
g2290	ko:K17804
g9680	ko:K08334
g6574	ko:K17362
g6574	ko:K17362
g6357	ko:K03686
g3570	ko:K01268
g10574	ko:K11984
g6225	ko:K20121
g3645	ko:K05012
g5640	ko:K22123
g6027	ko:K02520
g1970	ko:K10881
g357	ko:K10761
g7618	ko:K13100
g7618	ko:K13100
g66	ko:K03004
g66	ko:K03506
g8660	ko:K03099
g1445	ko:K08994
g369	ko:K08286
g369	ko:K08286
g3067	ko:K15174
g4547	ko:K03843
g9500	ko:K12366
g9500	ko:K12366
g4251	ko:K17778
g4251	ko:K17781
g9385	ko:K03094
g10681	ko:K11676
g6407	ko:K10598
g6407	ko:K10598
g4537	ko:K15423
g9862	ko:K11866
g10034	ko:K13108
g3047	ko:K13280
g9848	ko:K05610
g9765	ko:K18280
g926	ko:K02732
g9614	ko:K06662
g2113	ko:K01881
g2113	ko:K01881
g5441	ko:K13091
g5441	ko:K13091
g10887	ko:K15628
g8721	ko:K20181
g5207	ko:K06901
g9216	ko:K00611
g9216	ko:K00611
g8223	ko:K11304
g8223	ko:K11307
g8223	ko:K11401
g970	ko:K06641
g9694	ko:K14635
g8402	ko:K17081
g1981	ko:K10704
g6509	ko:K17841
g5443	ko:K14685
g6827	ko:K08286
g6827	ko:K08853
g2873	ko:K01530
g6232	ko:K03854
g3580	ko:K04555
g1729	ko:K05288
g9051	ko:K12274
g4548	ko:K08333
g4827	ko:K17637
g7614	ko:K12175
g3978	ko:K17776
g517	ko:K09458
g517	ko:K17662
g7602	ko:K03644
g4629	ko:K18443
g6813	ko:K12832
g5459	ko:K20456
g691	ko:K14429
g1134	ko:K07555
g2309	ko:K10639
g5961	ko:K12394
g6611	ko:K15116
g2254	ko:K07937
g2254	ko:K07977
g2254	ko:K07937
g2254	ko:K07977
g1549	ko:K11672
g10857	ko:K05747
g9515	ko:K00728
g9515	ko:K00728
g9515	ko:K00728
g5174	ko:K06127
g1095	ko:K15627
g1095	ko:K15627
g1082	ko:K11094
g4556	ko:K06653
g4556	ko:K13345
g989	ko:K12486
g6180	ko:K14022
g5662	ko:K09184
g408	ko:K11231
g408	ko:K19691
g408	ko:K11231
g408	ko:K19691
g5458	ko:K20456
g10540	ko:K05532
g10540	ko:K05532
g4580	ko:K18633
g8471	ko:K00600
g8471	ko:K00600
g6308	ko:K10862
g4414	ko:K20989
g4414	ko:K20989
g10233	ko:K15364
g1722	ko:K08284
g689	ko:K14209
g689	ko:K14209
g4357	ko:K18803
g4357	ko:K18803
g10190	ko:K10631
g137	ko:K01537
g994	ko:K20359
g7098	ko:K08504
g1321	ko:K07107
g5985	ko:K06647
g5985	ko:K06647
g1517	ko:K10994
g7016	ko:K15148
g5229	ko:K22120
g5229	ko:K22120
g2929	ko:K03650
g2441	ko:K04709
g8604	ko:K02831
g8604	ko:K06641
g3226	ko:K10736
g4309	ko:K14961
g2553	ko:K02603
g315	ko:K15014
g4704	ko:K12481
g9106	ko:K20815
g7380	ko:K07300
g9534	ko:K14773
g8880	ko:K14820
g8687	ko:K01228
g8687	ko:K01228
g5804	ko:K17796
g2153	ko:K13123
g3862	ko:K00128
g3862	ko:K00129
g3862	ko:K17819
g2046	ko:K10882
g8615	ko:K18172
g8918	ko:K19838
g8807	ko:K07199
g3511	ko:K03131
g4984	ko:K00568
g4984	ko:K00591
g9229	ko:K10577
g9229	ko:K10577
g7688	ko:K03801
g9288	ko:K01102
g9288	ko:K01102
g9099	ko:K08073
g9099	ko:K08075
g8346	ko:K14402
g10206	ko:K11366
g3876	ko:K12861
g10084	ko:K12600
g10084	ko:K12600
g1381	ko:K20180
g7613	ko:K15255
g1529	ko:K18550
g1529	ko:K18550
g9883	ko:K03860
g10736	ko:K09595
g4540	ko:K01850
g37	ko:K11271
g8730	ko:K19668
g8730	ko:K19668
g4260	ko:K20302
g7249	ko:K12667
g6618	ko:K09270
g8726	ko:K02604
g8726	ko:K06199
g588	ko:K00480
g8548	ko:K03132
g8199	ko:K15508
g1229	ko:K10273
g2771	ko:K11501
g2771	ko:K11501
g1075	ko:K00826
g3105	ko:K15441
g10151	ko:K20290
g4299	ko:K01427
g1109	ko:K13217
g5353	ko:K20463
g8934	ko:K20310
g8934	ko:K20310
g5667	ko:K04630
g5667	ko:K04640
g6728	ko:K07204
g6728	ko:K07204
g8543	ko:K13339
g9079	ko:K01247
g5098	ko:K01501
g5098	ko:K01501
g1864	ko:K03282
g8153	ko:K01493
g8153	ko:K08337
g4466	ko:K03123
g1116	ko:K09243
g1116	ko:K21547
g6433	ko:K15152
g8581	ko:K03128
g9974	ko:K01230
g2050	ko:K11811
g8763	ko:K05765
g6082	ko:K09240
g1274	ko:K20408
g3272	ko:K17790
g8771	ko:K08158
g10098	ko:K04798
g10098	ko:K04798
g10011	ko:K11698
g59	ko:K06691
g6251	ko:K11096
g6251	ko:K11096
g1708	ko:K08504
g8441	ko:K03842
g2241	ko:K04711
g2241	ko:K04711
g6122	ko:K05857
g3522	ko:K00489
g10295	ko:K00637
g5426	ko:K03105
g1903	ko:K22262
g9766	ko:K13344
g9766	ko:K13344
g1608	ko:K07904
g1608	ko:K07905
g4341	ko:K11315
g4341	ko:K11315
g4804	ko:K20372
g4804	ko:K20372
g5752	ko:K01426
g5752	ko:K12190
g2781	ko:K13335
g9230	ko:K14396
g6011	ko:K21989
g1594	ko:K16230
g127	ko:K13117
g5164	ko:K15339
g10784	ko:K14050
g10784	ko:K14050
g9078	ko:K12840
g4806	ko:K03347
g2151	ko:K12606
g7183	ko:K18626
g5620	ko:K15102
g6749	ko:K09602
g6131	ko:K20366
g4082	ko:K22382
g9714	ko:K01710
g5811	ko:K17428
g5811	ko:K17428
g5431	ko:K20177
g856	ko:K02202
g10129	ko:K10901
g1910	ko:K08329
g9586	ko:K01620
g6663	ko:K17972
g6461	ko:K13192
g6461	ko:K13192
g2561	ko:K00605
g2990	ko:K18170
g2990	ko:K18170
g1028	ko:K13754
g8065	ko:K08272
g8855	ko:K17764
g973	ko:K13338
g9617	ko:K13171
g884	ko:K20167
g387	ko:K00273
g8467	ko:K01537
g8467	ko:K20291
g9637	ko:K05658
g629	ko:K01115
g1137	ko:K07748
g8789	ko:K00276
g8789	ko:K02935
g8789	ko:K15115
g8789	ko:K15115
g1536	ko:K08869
g1536	ko:K08869
g10029	ko:K15033
g5418	ko:K09540
g9019	ko:K00620
g7388	ko:K08818
g10231	ko:K13348
g6383	ko:K21848
g2439	ko:K00253
g4250	ko:K18337
g6029	ko:K09613
g3614	ko:K08498
g3614	ko:K08499
g9977	ko:K06963
g177	ko:K15053
g3998	ko:K03434
g3526	ko:K16185
g9658	ko:K14968
g9658	ko:K14968
g2249	ko:K13093
g9761	ko:K06100
g7368	ko:K22072
g7215	ko:K12386
g2433	ko:K10416
g5176	ko:K01533
g5176	ko:K01533
g2201	ko:K03320
g2002	ko:K01431
g2002	ko:K11206
g9384	ko:K08098
g2796	ko:K08341
g1125	ko:K15071
g2931	ko:K10903
g5060	ko:K00999
g8605	ko:K10088
g6020	ko:K20028
g2347	ko:K01802
g2347	ko:K12734
g8209	ko:K04799
g4606	ko:K11094
g8573	ko:K07126
g8573	ko:K07126
g2269	ko:K12189
g6459	ko:K05349
g6459	ko:K15564
g1101	ko:K17979
g5998	ko:K01187
g4076	ko:K11309
g8401	ko:K10080
g10694	ko:K01164
g3294	ko:K01796
g4771	ko:K12275
g4897	ko:K09486
g8267	ko:K00679
g10520	ko:K15455
g7600	ko:K09142
g8312	ko:K07748
g2518	ko:K10732
g10177	ko:K11268
g8179	ko:K14407
g1671	ko:K03469
g6049	ko:K10740
g306	ko:K20403
g10850	ko:K20477
g9156	ko:K08711
g9156	ko:K08712
g7241	ko:K01045
g8729	ko:K12041
g10335	ko:K00008
g4550	ko:K14405
g2750	ko:K15560
g2750	ko:K15560
g2750	ko:K15560
g4307	ko:K06062
g10269	ko:K17086
g10176	ko:K01358
g2219	ko:K11293
g5701	ko:K11825
g4744	ko:K13711
g4744	ko:K13711
g2568	ko:K11770
g1133	ko:K12488
g7589	ko:K00128
g7589	ko:K02922
g7589	ko:K06269
g7589	ko:K07891
g7589	ko:K09557
g7589	ko:K00128
g7589	ko:K02922
g7589	ko:K06269
g7589	ko:K07891
g7589	ko:K09557
g4326	ko:K03135
g4326	ko:K03135
g2663	ko:K03142
g3481	ko:K17774
g1379	ko:K02358
g9231	ko:K08876
g6024	ko:K08197
g897	ko:K08269
g300	ko:K00008
g1528	ko:K15134
g515	ko:K08783
g5179	ko:K17866
g9898	ko:K01053
g1989	ko:K09650
g1989	ko:K09650
g9401	ko:K03868
g8220	ko:K21631
g8220	ko:K21631
g8400	ko:K01027
g8552	ko:K01282
g4623	ko:K07893
g8803	ko:K19985
g5738	ko:K13984
g5738	ko:K13996
g6235	ko:K03140
g6235	ko:K15306
g5428	ko:K03857
g5570	ko:K08336
g2956	ko:K20363
g4459	ko:K20305
g7104	ko:K12824
g7646	ko:K03358
g7646	ko:K03358
g8970	ko:K14997
g525	ko:K11853
g525	ko:K11853
g8571	ko:K12668
g5161	ko:K01785
g2866	ko:K02607
g2720	ko:K14708
g2132	ko:K13119
g2132	ko:K13119
g7467	ko:K04564
g7467	ko:K04564
g1107	ko:K08773
g1107	ko:K19840
g9521	ko:K10686
g9521	ko:K10686
g906	ko:K12847
g4068	ko:K01611
g4068	ko:K01611
g744	ko:K13174
g7785	ko:K10751
g9852	ko:K17968
g5950	ko:K02332
g2525	ko:K04075
g2525	ko:K04075
g7888	ko:K18103
g8403	ko:K02684
g9944	ko:K11849
g9611	ko:K19984
g2075	ko:K03379
g729	ko:K08339
g729	ko:K08339
g496	ko:K00987
g440	ko:K20410
g10232	ko:K20296
g3333	ko:K03854
g10588	ko:K04794
g1353	ko:K08332
g8772	ko:K19386
g8473	ko:K02993
g8380	ko:K21544
g4384	ko:K17906
g6748	ko:K12176
g8079	ko:K18995
g6763	ko:K00077
g6763	ko:K00511
g1086	ko:K18185
g6523	ko:K01941
g576	ko:K13125
g7845	ko:K15275
g7845	ko:K15275
g4877	ko:K05610
g102	ko:K00049
g3101	ko:K03144
g5391	ko:K08286
g4621	ko:K17908
g8224	ko:K11561
g8607	ko:K01489
g8607	ko:K01489
g8388	ko:K11313
g8388	ko:K19476
g484	ko:K15565
g8337	ko:K14002
g5876	ko:K01230
g6762	ko:K19940
g8847	ko:K10684
g6246	ko:K12615
g4705	ko:K02304
g9059	ko:K21631
g1126	ko:K15223
g4486	ko:K21767
g4109	ko:K12795
g10156	ko:K17739
g10156	ko:K17739
g10156	ko:K17739
g2629	ko:K18178
g5556	ko:K16466
g4349	ko:K12180
g5291	ko:K11778
g5291	ko:K19197
g5291	ko:K11778
g5291	ko:K19197
g8448	ko:K14963
g10041	ko:K16584
g1946	ko:K04711
g1946	ko:K05848
g1991	ko:K20286
g5567	ko:K18573
g1653	ko:K01897
g1653	ko:K01897
g8384	ko:K01621
g7473	ko:K00683
g7473	ko:K00683
g2034	ko:K15532
g301	ko:K12179
g718	ko:K06889
g8919	ko:K02216
g8477	ko:K10276
g10911	ko:K01480
g12	ko:K00108
g2537	ko:K10685
g10175	ko:K11268
g399	ko:K03325
g5242	ko:K18726
g3046	ko:K08330
g9282	ko:K03885
g10000	ko:K10746
g10000	ko:K10746
g10118	ko:K10601
g5277	ko:K01120
g5277	ko:K03233
g360	ko:K03133
g7937	ko:K01181
g4051	ko:K02990
g4340	ko:K07879
g4340	ko:K07880
g4044	ko:K14962
g273	ko:K18732
g2939	ko:K11874
g4478	ko:K00272
g4478	ko:K00273
g4195	ko:K07119
g6302	ko:K14967
g4775	ko:K03320
g8351	ko:K00276
g10264	ko:K17066
g10264	ko:K17066
g6666	ko:K17714
g6666	ko:K17714
g9674	ko:K11344
g9674	ko:K11344
g7276	ko:K12825
g9268	ko:K08150
g9191	ko:K01288
g1242	ko:K01191
g1242	ko:K10084
g1731	ko:K17943
g1731	ko:K17944
g4643	ko:K01424
g4643	ko:K01424
g4987	ko:K15272
g4987	ko:K15272
g2359	ko:K21768
g2359	ko:K21768
g670	ko:K01426
g7892	ko:K18083
g10287	ko:K11273
g10287	ko:K11273
g4642	ko:K05528
g5065	ko:K14376
g5065	ko:K14376
g5170	ko:K09702
g7763	ko:K10868
g8621	ko:K14284
g5030	ko:K22151
g7182	ko:K07870
g5672	ko:K11343
g5672	ko:K11399
g7571	ko:K10971
g9937	ko:K08342
g3651	ko:K03136
g2376	ko:K14675
g4597	ko:K05609
g1978	ko:K15389
g5184	ko:K08331
g8244	ko:K01180
g957	ko:K15631
g9169	ko:K14300
g9169	ko:K14300
g6438	ko:K05658
g9283	ko:K03885
g7347	ko:K00276
g8410	ko:K12177
g2294	ko:K01771
g9946	ko:K21766
g9946	ko:K21766
g5402	ko:K16368
g5402	ko:K16368
g9767	ko:K10688
g2092	ko:K11419
g1458	ko:K22134
g8682	ko:K03854
g6028	ko:K08340
g6467	ko:K10858
g4767	ko:K17644
g4563	ko:K00698
g4153	ko:K02575
g4153	ko:K02575
g4153	ko:K02575
g1009	ko:K06013
g4006	ko:K11093
g3566	ko:K10863
g3566	ko:K10863
g8788	ko:K00276
g5885	ko:K00618
g9222	ko:K03424
g8937	ko:K03844
g8937	ko:K03844
g9817	ko:K10585
g9817	ko:K10585
g10725	ko:K01741
g9513	ko:K12178
g2115	ko:K08860
g2115	ko:K16194
g2115	ko:K16195
g5029	ko:K10531
g8298	ko:K10844
g45	ko:K17983
g5025	ko:K22152
g5025	ko:K22152
g4019	ko:K11427
g2589	ko:K03512
g2589	ko:K10981
g10252	ko:K17808
g4383	ko:K19572
g2356	ko:K11761
g8238	ko:K17907
g8238	ko:K17907
g4403	ko:K20813
g2888	ko:K00457
g5430	ko:K09313
g10785	ko:K12782
g682	ko:K17989
g1391	ko:K18163
g5469	ko:K05609
g3913	ko:K07005
g8412	ko:K01751
g8412	ko:K01751
g8572	ko:K00838
g401	ko:K16282
g6364	ko:K12493
g2247	ko:K01555
g2247	ko:K01555
g1583	ko:K00365
g1583	ko:K00365
g2081	ko:K10865
g3430	ko:K05972
g6645	ko:K01078
g2248	ko:K00451
g3496	ko:K10798
g530	ko:K10884
g7342	ko:K13302
g8137	ko:K15077
g7999	ko:K13343
g10651	ko:K01638
g10651	ko:K01638
g6323	ko:K10777
g7415	ko:K01061
g3212	ko:K07513
g5165	ko:K10582
g8662	ko:K03850
g925	ko:K20777
g669	ko:K08856
g9831	ko:K11426
g4380	ko:K10992
g4380	ko:K10992
g5031	ko:K22149
g5031	ko:K22149
g7970	ko:K10885
g5795	ko:K10862
g8770	ko:K04649
g8770	ko:K04649
g5365	ko:K13983
g5365	ko:K18422
g3737	ko:K05658
g4596	ko:K12762
g3732	ko:K00033
g7878	ko:K07005
g7912	ko:K00249
g4988	ko:K15271
g7718	ko:K02365
g5271	ko:K17842
g4781	ko:K09425
g4781	ko:K21769
g3593	ko:K15855
